

module Memory
2018-03-10T12:19:27.537088+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T12:19:27.775378+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T12:19:27.998149+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T12:19:28.38518+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T12:19:28.595719+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T12:19:28.813199+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T12:19:29.064836+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T12:19:29.343322+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T12:19:29.55513+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T12:19:29.823505+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T12:19:30.054107+09:00 RegisterTest`testNamedRegisters() -> OK
2018-03-10T12:19:34.926136+09:00 module Instruction
2018-03-10T12:19:37.866724+09:00 BinaryTest`testMask() -> OK
2018-03-10T12:19:38.082335+09:00 BinaryTest`testXor() -> OK
2018-03-10T12:19:38.289106+09:00 BinaryTest`testRshift() -> OK
2018-03-10T12:19:38.495069+09:00 BinaryTest`testLshift() -> OK
2018-03-10T12:19:38.707375+09:00 DataTest`test_oid2int() -> OK
2018-03-10T12:19:38.929571+09:00 DataTest`test_oid2float() -> OK
2018-03-10T12:19:39.139944+09:00 DataTest`test_oid2char() -> OK
2018-03-10T12:19:39.352854+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T12:19:39.56329+09:00 MemoryTest`test_align() -> OK
2018-03-10T12:19:39.943093+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T12:19:40.340612+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T12:19:40.752008+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T12:19:41.222472+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T12:19:41.665618+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T12:19:42.077377+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T12:19:42.510999+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T12:19:42.773624+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T12:19:43.035576+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-10T12:19:43.254215+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T12:19:43.517413+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T12:19:43.727224+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T12:19:43.945266+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T12:19:44.167419+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T12:19:44.376631+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T12:19:44.604695+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T12:19:44.817917+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T12:19:45.044997+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T12:19:45.255913+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T12:19:45.54761+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T12:19:45.841623+09:00 RegisterTest`testNamedRegisters() -> OK
2018-03-10T12:20:16.034586+09:00 module Register
2018-03-10T12:20:22.241591+09:00 BinaryTest`testMask() -> OK
2018-03-10T12:20:22.604135+09:00 BinaryTest`testXor() -> OK
2018-03-10T12:20:22.962551+09:00 BinaryTest`testRshift() -> OK
2018-03-10T12:20:23.317926+09:00 BinaryTest`testLshift() -> OK
2018-03-10T12:20:23.69244+09:00 DataTest`test_oid2int() -> OK
2018-03-10T12:20:24.057482+09:00 DataTest`test_oid2float() -> OK
2018-03-10T12:20:24.419881+09:00 DataTest`test_oid2char() -> OK
2018-03-10T12:20:25.028198+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T12:20:25.380764+09:00 MemoryTest`test_align() -> OK
2018-03-10T12:20:25.917691+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T12:20:26.489965+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T12:20:27.129798+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T12:20:27.695691+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T12:20:28.320993+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T12:20:28.871741+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T12:20:29.382672+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T12:20:29.798049+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T12:20:30.209138+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-10T12:20:30.639758+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T12:20:31.004809+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T12:20:31.371806+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T12:20:31.727257+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T12:20:32.102791+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T12:20:32.468798+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T12:20:32.832258+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T12:20:33.187117+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T12:20:33.552216+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T12:20:33.923363+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T12:20:34.365974+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T12:20:34.733582+09:00 RegisterTest`testNamedRegisters() -> OK
2018-03-10T12:20:57.077638+09:00 module Register
2018-03-10T12:21:02.202276+09:00 BinaryTest`testMask() -> OK
2018-03-10T12:21:02.556626+09:00 BinaryTest`testXor() -> OK
2018-03-10T12:21:02.928182+09:00 BinaryTest`testRshift() -> OK
2018-03-10T12:21:03.283123+09:00 BinaryTest`testLshift() -> OK
2018-03-10T12:21:03.724065+09:00 DataTest`test_oid2int() -> OK
2018-03-10T12:21:04.124855+09:00 DataTest`test_oid2float() -> OK
2018-03-10T12:21:04.490154+09:00 DataTest`test_oid2char() -> OK
2018-03-10T12:21:04.859203+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T12:21:05.238003+09:00 MemoryTest`test_align() -> OK
2018-03-10T12:21:05.777782+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T12:21:06.341319+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T12:21:06.92954+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T12:21:07.478157+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T12:21:08.029418+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T12:21:08.562818+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T12:21:09.088461+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T12:21:09.50249+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T12:21:09.921812+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-10T12:21:10.283315+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T12:21:10.636436+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T12:21:11.135366+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T12:21:11.491038+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T12:21:11.886269+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T12:21:12.258321+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T12:21:12.622223+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T12:21:12.997884+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T12:21:13.352597+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T12:21:13.78745+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T12:21:14.190237+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T12:21:14.56016+09:00 RegisterTest`testNamedRegisters() -> OK
2018-03-10T12:21:27.754395+09:00 module Instruction
2018-03-10T12:21:31.411697+09:00 BinaryTest`testMask() -> OK
2018-03-10T12:21:31.835162+09:00 BinaryTest`testXor() -> OK
2018-03-10T12:21:32.209706+09:00 BinaryTest`testRshift() -> OK
2018-03-10T12:21:32.572646+09:00 BinaryTest`testLshift() -> OK
2018-03-10T12:21:32.953892+09:00 DataTest`test_oid2int() -> OK
2018-03-10T12:21:33.301049+09:00 DataTest`test_oid2float() -> OK
2018-03-10T12:21:33.655403+09:00 DataTest`test_oid2char() -> OK
2018-03-10T12:21:34.397706+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T12:21:34.75005+09:00 MemoryTest`test_align() -> OK
2018-03-10T12:21:35.301088+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T12:21:36.144006+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T12:21:36.678626+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T12:21:37.384195+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T12:21:37.944534+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T12:21:38.487997+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T12:21:39.105629+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T12:21:39.518616+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T12:21:40.052194+09:00 module Data
2018-03-10T12:21:40.257207+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-10T12:21:40.444178+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> Error: Error 3193: No export declared for import of value clear_tag from Data in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.CUGYOMPS..vdm) at line 130:13

2018-03-10T12:21:40.814338+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T12:21:41.173414+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T12:21:41.532875+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T12:21:41.979957+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T12:21:42.333675+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T12:21:42.698535+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T12:21:43.072318+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T12:21:43.42599+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T12:21:43.782783+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T12:21:44.215402+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T12:21:44.570077+09:00 RegisterTest`testNamedRegisters() -> OK
2018-03-10T12:21:54.835749+09:00 module Register
2018-03-10T12:22:01.236848+09:00 BinaryTest`testMask() -> OK
2018-03-10T12:22:01.803746+09:00 BinaryTest`testXor() -> OK
2018-03-10T12:22:02.201539+09:00 BinaryTest`testRshift() -> OK
2018-03-10T12:22:02.573037+09:00 BinaryTest`testLshift() -> OK
2018-03-10T12:22:02.93577+09:00 DataTest`test_oid2int() -> OK
2018-03-10T12:22:03.289735+09:00 DataTest`test_oid2float() -> OK
2018-03-10T12:22:03.653276+09:00 DataTest`test_oid2char() -> OK
2018-03-10T12:22:04.019059+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T12:22:04.389281+09:00 MemoryTest`test_align() -> OK
2018-03-10T12:22:05.130554+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T12:22:05.908283+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T12:22:06.014793+09:00 module Data
2018-03-10T12:22:06.813554+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T12:22:10.014307+09:00 BinaryTest`testMask() -> OK
2018-03-10T12:22:10.252162+09:00 BinaryTest`testXor() -> OK
2018-03-10T12:22:10.46575+09:00 BinaryTest`testRshift() -> OK
2018-03-10T12:22:10.676817+09:00 BinaryTest`testLshift() -> OK
2018-03-10T12:22:10.899257+09:00 DataTest`test_oid2int() -> OK
2018-03-10T12:22:11.118481+09:00 DataTest`test_oid2float() -> OK
2018-03-10T12:22:11.396264+09:00 DataTest`test_oid2char() -> OK
2018-03-10T12:22:11.599556+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T12:22:11.808282+09:00 MemoryTest`test_align() -> OK
2018-03-10T12:22:12.311804+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T12:22:12.780936+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T12:22:13.170457+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T12:22:13.606645+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T12:22:14.006119+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T12:22:14.493414+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T12:22:14.869996+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T12:22:15.137185+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T12:22:15.521117+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-10T12:22:15.734787+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T12:22:15.970072+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T12:22:16.222969+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T12:22:16.557002+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T12:22:16.776103+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T12:22:17.007461+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T12:22:17.218189+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T12:22:17.521242+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T12:22:17.794298+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T12:22:18.010667+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T12:22:18.289169+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T12:22:18.597117+09:00 RegisterTest`testNamedRegisters() -> OK
2018-03-10T12:22:49.893333+09:00 module Instruction
2018-03-10T12:22:54.805035+09:00 BinaryTest`testMask() -> OK
2018-03-10T12:22:55.02285+09:00 BinaryTest`testXor() -> OK
2018-03-10T12:22:55.352582+09:00 BinaryTest`testRshift() -> OK
2018-03-10T12:22:55.75097+09:00 BinaryTest`testLshift() -> OK
2018-03-10T12:22:55.973804+09:00 DataTest`test_oid2int() -> OK
2018-03-10T12:22:56.181771+09:00 DataTest`test_oid2float() -> OK
2018-03-10T12:22:56.385282+09:00 DataTest`test_oid2char() -> OK
2018-03-10T12:22:56.704535+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T12:22:56.938884+09:00 MemoryTest`test_align() -> OK
2018-03-10T12:22:57.43509+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T12:22:57.835621+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T12:22:58.207405+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T12:22:58.783687+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T12:22:59.201314+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T12:22:59.581002+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T12:22:59.949701+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T12:23:00.262613+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T12:23:00.51387+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-10T12:23:00.723127+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T12:23:00.947577+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T12:23:01.20983+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T12:23:01.416619+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T12:23:01.632222+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T12:23:01.858382+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T12:23:02.066585+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T12:23:02.277214+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T12:23:02.486433+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T12:23:02.713762+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T12:23:02.962243+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T12:23:03.430166+09:00 RegisterTest`testNamedRegisters() -> OK
2018-03-10T12:24:41.56325+09:00 module Register
2018-03-10T12:24:47.174876+09:00 BinaryTest`testMask() -> OK
2018-03-10T12:24:47.54017+09:00 BinaryTest`testXor() -> OK
2018-03-10T12:24:47.904803+09:00 BinaryTest`testRshift() -> OK
2018-03-10T12:24:48.257123+09:00 BinaryTest`testLshift() -> OK
2018-03-10T12:24:48.625087+09:00 DataTest`test_oid2int() -> OK
2018-03-10T12:24:48.993126+09:00 DataTest`test_oid2float() -> OK
2018-03-10T12:24:49.359829+09:00 DataTest`test_oid2char() -> OK
2018-03-10T12:24:49.753749+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T12:24:50.120566+09:00 MemoryTest`test_align() -> OK
2018-03-10T12:24:50.661691+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T12:24:51.38289+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T12:24:52.050502+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T12:24:52.667629+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T12:24:53.294195+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T12:24:54.786944+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T12:24:55.375206+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T12:24:55.800104+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T12:24:56.220684+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-10T12:24:56.782699+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T12:24:57.188557+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T12:24:57.551684+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T12:24:57.929676+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T12:24:58.454292+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T12:24:58.854778+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T12:24:59.211449+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T12:24:59.620161+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T12:25:00.050407+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T12:25:00.432712+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T12:25:00.897715+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T12:25:01.253205+09:00 RegisterTest`testNamedRegisters() -> OK
2018-03-10T12:25:04.546906+09:00 module Instruction
2018-03-10T12:25:07.934543+09:00 BinaryTest`testMask() -> OK
2018-03-10T12:25:08.29218+09:00 BinaryTest`testXor() -> OK
2018-03-10T12:25:08.642027+09:00 BinaryTest`testRshift() -> OK
2018-03-10T12:25:09.011134+09:00 BinaryTest`testLshift() -> OK
2018-03-10T12:25:09.362927+09:00 DataTest`test_oid2int() -> OK
2018-03-10T12:25:09.731036+09:00 DataTest`test_oid2float() -> OK
2018-03-10T12:25:10.115739+09:00 DataTest`test_oid2char() -> OK
2018-03-10T12:25:10.483285+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T12:25:10.879411+09:00 MemoryTest`test_align() -> OK
2018-03-10T12:25:11.509708+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T12:25:12.390873+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T12:25:13.003009+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T12:25:13.621251+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T12:25:14.366638+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T12:25:14.954466+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T12:25:16.517713+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T12:25:16.999655+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T12:25:17.851057+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-10T12:25:18.342422+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T12:25:18.870491+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T12:25:19.49054+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T12:25:20.51922+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T12:25:21.553246+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T12:25:22.72884+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T12:25:23.520304+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T12:25:24.802134+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T12:25:25.416062+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T12:25:26.271111+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T12:25:27.4918+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T12:25:28.270616+09:00 RegisterTest`testNamedRegisters() -> OK
2018-03-10T13:11:31.289104+09:00 module Instruction
2018-03-10T13:11:44.692444+09:00 module Instruction
2018-03-10T13:11:55.948044+09:00 module Instruction
2018-03-10T13:11:59.941122+09:00 BinaryTest`testMask() -> OK
2018-03-10T13:12:00.305277+09:00 BinaryTest`testXor() -> OK
2018-03-10T13:12:00.64983+09:00 BinaryTest`testRshift() -> OK
2018-03-10T13:12:01.020968+09:00 BinaryTest`testLshift() -> OK
2018-03-10T13:12:01.367736+09:00 DataTest`test_oid2int() -> OK
2018-03-10T13:12:01.712325+09:00 DataTest`test_oid2float() -> OK
2018-03-10T13:12:02.081131+09:00 DataTest`test_oid2char() -> OK
2018-03-10T13:12:02.451203+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T13:12:02.812749+09:00 MemoryTest`test_align() -> OK
2018-03-10T13:12:03.402401+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T13:12:03.94625+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T13:12:04.471208+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T13:12:05.046011+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T13:12:05.564576+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T13:12:06.122563+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T13:12:06.677353+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T13:12:07.104187+09:00 MemoryTest`test_referenceCount() -> OK
